Name,Lat,Lon,Region,Trend_code,Count_Date,Count_Season,Count_Type,Count,Accuracy,Data_Source,Pop_Estimate,Comments
Islet SE of Gerlache Island (2/2),-64.6037,-64.2094,1,0,2/8/1987,1986,N,4,1,Poncet data,4,
Islet SE of Hennessy Islands,-65.9008,-65.6789,1,0,1/30/1984,1983,N,53,3,Poncet data,53,
Islets E of Roget Rocks,-64.332778,-61.139167,1,0,1/24/1987,1986,N,50,3,Poncet data,50,
Islets N of Cape Roquemaurel,-63.5361,-58.9664,1,0,1/18/1987,1986,N,53,3,Poncet data,53,"Exact location is uncertain, colonies were on two nearby islands (19+34 nests)"
Islets N of Dodman Island,-65.91667,-65.78333,1,0,1/30/1984,1983,N,183,3,Poncet data,183,"Two islets (0.5 nm and 1.5 nm north of Dodman Island) containing 20 and 163 pairs, respectively"
Jacques Peak,-64.5097,-61.8481,1,0,12/4/2012,2012,N,50,1,Lynch et al 2013,50,
Jacques Peak,-64.5097,-61.8481,1,1,12/27/1989,1989,N,120,3,Poncet data,120,
Jenny Island,-67.733,-68.383,1,0,1/7/2008,2007,N,1,1,Lynch et al 2013,1,
Jingle Island,-65.4303,-65.3253,1,0,NA,2012,N,7,1,Casanovas et al 2015,7,
Joubin Islands,-64.7744,-64.3992,1,0,2/9/1987,1986,N,250,4,Poncet data,250,"There is some ambiguity about where this colony is, and it's possible that there are multiple colonies in the island group that would be more appropriately treated separately. The Poncet data say: ""In 2 groups on the N coast of an islet lying 2.5 nm WSW of Stayaway Skerries"" (Our best guess for that exact subcolony location: -64.7549, -64.3795). The Poncets also found a single nest in another place in the Joubin group a couple years later, but it was abandoned in the following season, so we did not include that nest in the total. More recently, W. Fraser (pers. comm.) indicated that the colony ""is still active, with a very rough estimate of 50-70 breeding pairs.  The colony is on a dome perhaps 150 feet above the water, so basically inaccessible without climbing gear -- hence the rough estimate."" While it's likely that the population estimate of 250 is probably closer to 50-70 now, it's also possible that there are other sites in the island group, so without a more recent comprehensive survey, we decided to use the older record."
Jougla Point,-64.827,-63.4932,1,0,12/31/2015,2015,N,30,1,ASI database,30,
Jougla Point,-64.827,-63.4932,1,2,12/13/2014,2014,N,35,1,ASI database,35,
Jougla Point,-64.827,-63.4932,1,2,12/13/2013,2013,N,25,1,ASI database,25,
Jougla Point,-64.827,-63.4932,1,2,1/5/2013,2012,N,20,1,ASI database,20,
Jougla Point,-64.827,-63.4932,1,2,11/16/2011,2011,N,28,1,ASI database,28,
Jougla Point,-64.827,-63.4932,1,2,11/25/2010,2010,N,28,1,ASI database,28,
Jougla Point,-64.827,-63.4932,1,2,11/14/2009,2009,N,31,1,ASI database,31,
Jougla Point,-64.827,-63.4932,1,2,11/10/2008,2008,N,33,1,ASI database,33,
Jougla Point,-64.827,-63.4932,1,2,11/25/2007,2007,N,30,1,ASI database,30,
Jougla Point,-64.827,-63.4932,1,2,11/22/2006,2006,N,21,1,ASI database,21,
Jougla Point,-64.827,-63.4932,1,2,12/26/2005,2005,N,20,1,ASI database,20,
Jougla Point,-64.827,-63.4932,1,2,12/20/2004,2004,N,29,1,ASI database,29,
Jougla Point,-64.827,-63.4932,1,2,12/24/2003,2003,N,33,1,ASI database,33,
Jougla Point,-64.827,-63.4932,1,2,12/9/2002,2002,N,32,1,ASI database,32,
Jougla Point,-64.827,-63.4932,1,2,1/5/2002,2001,N,24,1,ASI database,24,
Jougla Point,-64.827,-63.4932,1,2,12/13/2000,2000,N,26,1,ASI database,26,
Jougla Point,-64.827,-63.4932,1,2,12/17/1999,1999,N,25,1,ASI database,25,
Jougla Point,-64.827,-63.4932,1,2,11/28/1998,1998,N,22,1,ASI database,22,
Jougla Point,-64.827,-63.4932,1,2,12/5/1997,1997,N,20,1,ASI database,20,
Jougla Point,-64.827,-63.4932,1,2,1/14/1996,1995,N,25,1,ASI database,25,
Jougla Point,-64.827,-63.4932,1,2,12/8/1994,1994,N,35,1,ASI database,35,
Jougla Point,-64.827,-63.4932,1,2,2/22/1984,1983,N,40,1,J.J. Argoud pers. comm. in Poncet data,40,
Jougla Point,-64.827,-63.4932,1,2,1/19/1983,1982,N,60,1,Poncet data,60,
Kater Rocks,-63.7658,-59.8969,1,0,2/3/1989,1988,N,100,3,Poncet data,100,
Ketley Point,-64.7066,-62.7631,1,0,1/17/1984,1983,N,29,3,Poncet data,29,"ASI database indicates continued presence as of 12/9/2007, but there was no count"
Killingbeck Island,-67.5714,-68.0733,1,0,3/12/1989,1988,N,30,1,A. Morton pers. comm. in Poncet data,30,
Kitchen Point,-62.387,-59.347,1,0,2/11/1987,1986,A,45,UNK,Shuford and Spear 1988,30,
Lagoon Island,-67.593809,-68.239028,1,0,12/17/1989,1989,N,58,1,A. Morton pers. comm. in Poncet data,58,
Lagotellerie Island,-67.8869,-67.4017,1,0,NA,2012,N,270,1,Casanovas et al 2015,270,
Lagotellerie Island,-67.8869,-67.4017,1,1,2/17/1983,1982,N,10,1,Poncet data,10,
Lajarte Islands (north),-64.22,-63.5,1,0,1/5/1990,1989,N,30,4,Poncet data,30,"Exact location is uncertain; notes from Poncet data say: ""the northernmost island in the group, associated with a chinstrap colony"""
Lajarte Islands (south),-64.2417,-63.4833,1,0,1/5/1990,1989,N,20,4,Poncet data,20,Site is rock islet in the southeastern-most group
Lecointe Island,-64.266,-62.05,1,0,12/21/2003,2003,N,8,1,Lynch et al 2013,8,
Leith Cove,-64.8717,-62.8265,1,0,2/4/1987,1986,N,10,1,Poncet data,10,
Lobodon Rocks,-64.0892,-61.6228,1,0,1/28/1986,1985,N,33,3,Poncet data,33,
Maipo Island,-64.4239,-62.2822,1,0,2/3/1987,1986,N,20,4,Poncet data,20,Site also known as 'Buls Island'
Marie Island,-66.1217,-65.7536,1,0,2/24/1984,1983,N,15,4,Poncet data,15,
Martin Islands,-65.6329,-65.324,1,0,2/25/1984,1983,N,50,4,Poncet data,50,
Meade Islands,-62.4489,-60.0608,1,0,2/2/1987,1986,A,40,UNK,Shuford and Spear 1988,26.66666667,
Metchnikoff Point,-64.0417,-62.5667,1,0,2/1/1987,1986,N,4,3,Poncet data,4,
Midas Island,-64.1685,-61.1008,1,0,12/10/2010,2010,N,16,1,Lynch et al 2013,16,
Midas Island,-64.1685,-61.1008,1,1,1/24/1987,1986,N,70,3,Poncet data,70,
Milburn Bay Northwest Rocks,-63.7247,-60.805,1,0,1/22/1987,1986,N,50,3,Poncet data,50,
Mitchell Point,-64.2158,-62.0488,1,0,2/2/1987,1986,N,0,1,Poncet data,0,Had been a small colony previously (2N on 12/30/1983 in Poncet data) but went extinct. Still used as roosting site.
Montrol Rock,-62.971111,-56.3725,1,0,NA,1960,N,20,3,Unknown source cited in Poncet data,20,
Monument Rocks,-64.017,-60.9433,1,0,1/16/1984,1983,N,40,3,Poncet data,40,
Murray Islands,-60.769071,-44.526141,0,0,NA,1993,N,74,UNK,Coria et al. 2011,74,
Neko Harbour,-64.8383,-62.5327,1,0,12/25/2015,2015,N,0,1,ASI database,0,"This colony did have two nesting pairs on 1/12/2015, but there was no nesting recorded before or after that season."
Newell Point,-62.3374,-59.52,1,0,2/1/1987,1986,A,35,UNK,Shuford and Spear 1988,23.33333333,
Omega Island (Melchior group),-64.3438,-62.9531,1,0,1/28/1987,1986,N,60,3,Poncet data,60,Islets just west of the south end of Omega Island
Orne Islands,-64.659,-62.6631,1,0,12/16/2008,2008,N,0,1,Lynch et al 2013,0,
Orne Islands,-64.659,-62.6631,1,2,12/15/2007,2007,N,0,1,ASI database,0,
Orne Islands,-64.659,-62.6631,1,2,11/22/2006,2006,N,0,1,ASI database,0,
Orne Islands,-64.659,-62.6631,1,2,11/22/2005,2005,N,0,1,ASI database,0,
Orne Islands,-64.659,-62.6631,1,2,12/14/2000,2000,N,0,1,ASI database,0,
Orne Islands,-64.659,-62.6631,1,2,1/23/2000,1999,N,0,1,ASI database,0,
Orne Islands,-64.659,-62.6631,1,2,12/6/1998,1998,N,1,1,ASI database,1,
Orne Islands,-64.659,-62.6631,1,2,12/4/1997,1997,N,3,1,ASI database,3,
Orne Islands,-64.659,-62.6631,1,2,12/4/1996,1996,N,5,1,ASI database,5,
Orne Islands,-64.659,-62.6631,1,2,11/27/1995,1995,N,9,1,ASI database,9,
Orne Islands,-64.659,-62.6631,1,2,1/13/1995,1994,N,13,1,ASI database,13,
Orne Islands,-64.659,-62.6631,1,2,1/27/1987,1986,N,36,1,Poncet data,36,
Orne Islands,-64.659,-62.6631,1,2,1/17/1984,1983,N,25,3,Poncet data,25,
Palaver Point,-64.1486,-61.759,1,0,12/27/1989,1989,N,29,1,Harris 2006,29,
Patrick Island,-65.5148,-65.6457,1,0,2/1/1983,1982,N,15,3,Poncet data,15,
Paulet Island,-63.5801,-55.7881,1,0,1/20/2012,2011,N,548,1,Lynch et al 2013,548,
Paulet Island,-63.5801,-55.7881,1,2,12/23/2010,2010,N,182,1,ASI database,182,
Paulet Island,-63.5801,-55.7881,1,2,12/22/2009,2009,N,317,1,ASI database,317,
Paulet Island,-63.5801,-55.7881,1,2,12/18/2008,2008,N,614,2,ASI database,614,
Paulet Island,-63.5801,-55.7881,1,2,1/28/2008,2007,N,247,1,ASI database,247,
Paulet Island,-63.5801,-55.7881,1,2,11/20/2005,2005,N,413,1,ASI database,413,
Paulet Island,-63.5801,-55.7881,1,2,12/24/2004,2004,N,534,1,ASI database,534,
Paulet Island,-63.5801,-55.7881,1,2,1/10/2003,2002,N,273,1,ASI database,273,
Paulet Island,-63.5801,-55.7881,1,2,12/21/2001,2001,N,321,1,ASI database,321,
Paulet Island,-63.5801,-55.7881,1,2,12/25/2000,2000,N,291,1,ASI database,291,
Paulet Island,-63.5801,-55.7881,1,2,12/1/1996,1996,N,361,1,ASI database,361,
Paulet Island,-63.5801,-55.7881,1,2,11/30/1995,1995,N,434,1,ASI database,434,
Paulet Island,-63.5801,-55.7881,1,2,12/16/1991,1991,N,260,3,C. Verheyden pers. comm. in Poncet data,260,
Pearl Rocks,-63.589722,-59.889722,1,0,1/21/1987,1986,N,310,4,Poncet data,310,In several subcolonies.
Petermann Island,-65.1721,-64.142,1,0,1/3/2015,2014,N,43,1,ASI database,43,
Petermann Island,-65.1721,-64.142,1,2,NA,2007,N,14,1,ASI database,14,
Petermann Island,-65.1721,-64.142,1,2,NA,2006,N,13,1,ASI database,13,
Petermann Island,-65.1721,-64.142,1,2,NA,2005,N,11,1,ASI database,11,
Petermann Island,-65.1721,-64.142,1,2,NA,2004,N,19,1,ASI database,19,
Petermann Island,-65.1721,-64.142,1,2,NA,2003,N,17,1,ASI database,17,
Petermann Island,-65.1721,-64.142,1,2,1/2/2014,2013,N,48,2,ASI database,48,
Petermann Island,-65.1721,-64.142,1,2,1/7/2013,2012,N,43,1,ASI database,43,
Petermann Island,-65.1721,-64.142,1,2,2/21/2012,2011,N,16,1,ASI database,16,
Petermann Island,-65.1721,-64.142,1,2,1/2/2011,2010,N,8,1,ASI database,8,
Petermann Island,-65.1721,-64.142,1,2,12/14/2009,2009,N,10,1,ASI database,10,
Petermann Island,-65.1721,-64.142,1,2,11/19/2008,2008,N,14,1,ASI database,14,
Petermann Island,-65.1721,-64.142,1,2,1/1/2004,2003,N,13,1,ASI database,13,
Petermann Island,-65.1721,-64.142,1,2,12/10/2002,2002,N,28,1,ASI database,28,
Petermann Island,-65.1721,-64.142,1,2,12/13/2000,2000,N,23,1,ASI database,23,
Petermann Island,-65.1721,-64.142,1,2,12/5/1997,1997,N,30,1,ASI database,30,
Petermann Island,-65.1721,-64.142,1,2,1/9/1997,1996,N,29,1,ASI database,29,
Petermann Island,-65.1721,-64.142,1,2,12/16/1995,1995,N,38,1,ASI database,38,
Petermann Island,-65.1721,-64.142,1,2,12/11/1994,1994,N,35,1,ASI database,35,
Petermann Island,-65.1721,-64.142,1,2,2/28/1990,1989,,53,1,Poncet data,53,
Petermann Island,-65.1721,-64.142,1,2,2/1/1986,1985,,41,1,Poncet data,41,
Pickwick Island north,-65.466389,-65.542222,1,0,1/5/1989,1988,N,100,3,Poncet data,100,
Pickwick Island south,-65.512,-65.6541,1,0,2/1/1983,1982,N,57,1,Poncet data,57,"Also called ""Tula Point"""
Pinguino Island,-64.1435,-60.9857,1,0,1/10/2017,2016,N,0,1,ASI database,0,"Called ""Primavera Island"" in the Poncet data"
Pinguino Island,-64.1435,-60.9857,1,1,1/23/1987,1986,N,20,4,Poncet data,20,
Pirie Peninsula,-60.6825,-44.6782,0,0,NA,2005,N,165,UNK,Coria et al. 2011,165,
Pirie Peninsula,-60.6825,-44.6782,0,1,NA,1993,N,231,UNK,Coria et al. 2011,231,
Pleneau Island,-65.104,-64.0556,1,0,1/15/2016,2015,N,47,1,ASI database,47,
Pleneau Island,-65.104,-64.0556,1,2,12/21/2014,2014,N,52,1,ASI database,52,
Pleneau Island,-65.104,-64.0556,1,2,1/25/2014,2013,N,45,1,ASI database,45,
Pleneau Island,-65.104,-64.0556,1,2,12/21/2012,2012,N,28,1,ASI database,28,
Pleneau Island,-65.104,-64.0556,1,2,12/14/2010,2010,N,34,3,ASI database,34,
Pleneau Island,-65.104,-64.0556,1,2,11/22/2009,2009,N,31,1,ASI database,31,
Pleneau Island,-65.104,-64.0556,1,2,1/10/2008,2007,N,24,1,ASI database,24,
Pleneau Island,-65.104,-64.0556,1,2,12/14/2006,2006,N,58,1,ASI database,58,
Pleneau Island,-65.104,-64.0556,1,2,1/4/2005,2004,N,36,1,ASI database,36,
Pleneau Island,-65.104,-64.0556,1,2,12/22/2003,2003,N,38,1,ASI database,38,
Pleneau Island,-65.104,-64.0556,1,2,1/3/2003,2002,N,28,1,ASI database,28,
Pleneau Island,-65.104,-64.0556,1,2,1/4/2002,2001,N,18,1,ASI database,18,
Pleneau Island,-65.104,-64.0556,1,2,12/27/2000,2000,N,29,1,ASI database,29,
Port Charcot,-65.067,-64.026,1,0,12/21/2014,2014,N,39,1,ASI database,39,
Port Charcot,-65.067,-64.026,1,2,1/1/2014,2013,N,22,2,ASI database,22,
Port Charcot,-65.067,-64.026,1,2,12/11/2012,2012,N,22,1,ASI database,22,
Port Charcot,-65.067,-64.026,1,2,12/4/2010,2010,N,22,1,ASI database,22,
Port Charcot,-65.067,-64.026,1,2,11/11/2009,2009,N,32,1,ASI database,32,
Port Charcot,-65.067,-64.026,1,2,12/10/2008,2008,N,27,1,ASI database,27,
Port Charcot,-65.067,-64.026,1,2,12/30/2007,2007,N,35,1,ASI database,35,
Port Charcot,-65.067,-64.026,1,2,12/14/2006,2006,N,31,1,ASI database,31,
Port Charcot,-65.067,-64.026,1,2,1/4/2006,2005,N,33,1,ASI database,33,
Port Charcot,-65.067,-64.026,1,2,12/24/2001,2001,N,19,1,ASI database,19,
Port Charcot,-65.067,-64.026,1,2,1/26/1983,1982,N,260,3,Poncet data,260,
Powell Island west,-60.6877,-45.1013,0,0,12/31/1983,1983,N,23,1,Poncet data,23,"Exact location is uncertain; reported as an islet lying 0.5 nm off the west coast of Powell Island, circa 3 nm south of the north tip of Powell Island"
Priest Island,-64.866667,-63.516667,1,0,2/6/2004,2003,C,1,1,Lynch et al 2013,1,
Principal Point,-64.9121,-63.431,1,0,1/21/2013,2012,N,21,1,Casanovas et al 2015,21,Site also called 'Pursuit Point'
Principal Point,-64.9121,-63.431,1,1,2/6/1987,1986,N,140,3,Poncet data,140,
Py Point,-64.8792,-63.5974,1,0,1/27/2010,2009,N,8,1,ASI database,8,"Site also known variously as ""Peltier Channel"" and ""Doumer Island""."
Py Point,-64.8792,-63.5974,1,1,12/29/1991,1991,N,10,3,C. Verheden pers. comm. cited in Poncet data,10,
Quinton Point (center),-64.335278,-63.683056,1,0,1/4/1990,1989,N,11,1,Poncet data,11,
Quinton Point (north),-64.314444,-63.636667,1,0,1/5/1990,1989,N,25,1,Poncet data,25,
Quinton Point (south),-64.346389,-63.685,1,0,1/4/1990,1989,N,45,1,Poncet data,45,
Racovitza Islands,-64.5175,-62.0744,1,0,12/28/1989,1989,N,87,3,Poncet data,87,
Red Rock Ridge,-68.2878,-67.1686,1,0,NA,2012,C,9,1,Casanovas et al 2015,5.294117647,
Robert Point,-62.45,-59.383,1,0,1/9/2013,2012,N,7,1,Lynch et al 2013,7,
Roca Islands,-65.1875,-64.4483,1,0,3/8/1959,1958,N,20,4,Unknown source cited in Poncet data,20,
Rocks near Andersson Island,-63.560278,-56.485556,1,0,12/27/2015,2015,N,331,3,ASI database,331,
Roe Island,-64.0192,-60.8242,1,0,1/23/1987,1986,N,50,5,Poncet data,50,
Rudmose Rocks,-60.676,-44.602,0,0,NA,1993,N,18,UNK,Coria et al. 2011,18,
Rugged Island,-62.644,-61.1887,1,0,NA,1958,N,50,4,Unknown source cited in Poncet data,50,"Exact location is uncertain, described as ""a small islet S of Rugged I."""
Rugged Rocks,-62.6012,-59.8155,1,0,1/2/2016,2015,N,11,1,ASI database,11,
Rugged Rocks,-62.6012,-59.8155,1,1,1/12/1987,1986,N,20,1,Poncet data,20,
San Eladio Point,-64.844,-63.1166,1,0,12/13/2010,2010,N,16,1,Lynch et al 2013,16,
San Eladio Point,-64.844,-63.1166,1,1,12/26/1988,1988,N,80,3,Poncet data,80,
Screen Islands,-65.0267,-63.6856,1,0,1/31/1986,1985,N,50,5,Poncet data,50,
Seal Islands,-60.975,-55.393,1,0,NA,1971,N,40,UNK,"Bruce and Furse 1973, cited in Harris et al. 2011",40,
Shag Island,-62.1844,-58.2956,1,0,NA,2011,N,26,2,Petry et al. 2016,26,
Shag Island,-62.1844,-58.2956,1,1,2/12/1987,1986,A,75,UNK,Shuford and Spear 1988,50,
Signey Island,-60.71,-45.628,0,0,NA,2015,N,517,UNK,BAS unpublished data,517,
Small Island,-64.0215,-61.453,1,0,1/28/1986,1985,N,39,4,Poncet data,39,
Spigot Peak Point,-64.625,-62.558,1,0,12/23/2015,2015,N,52,1,ASI database,52,"Also called ""Orne Harbour"""
Spigot Peak Point,-64.625,-62.558,1,1,12/28/1989,1989,N,88,4,Poncet data,88,
Sprightly Island,-64.2844,-61.0709,1,0,1/30/1990,1989,N,25,3,Poncet data,25,
Stinker Point,-61.221426,-55.379594,1,0,NA,NA,N,UNK,UNK,Harris 2006,NA,"Harris 2006 lists ""presence"" but no number; value was imputed"
Stonington Island,-68.186076,-66.997005,1,0,2/6/2007,2006,C,135,1,Lynch et al 2013,79.41176471,
Strath Point,-64.5289,-62.5986,1,0,12/30/1983,1983,N,23,1,Poncet data,23,Exact location uncertain - may be a bit to the NE
Tetrad Islands,-63.9171,-60.7353,1,0,12/3/2012,2012,N,20,1,Lynch et al 2013,20,
Tetrad Islands,-63.9171,-60.7353,1,1,1/10/1992,1991,N,91,1,C. Verheden pers. comm. cited in Poncet data,91,
Three islands west of Gerlache Island,-64.5921,-64.2471,1,0,2/8/1987,1986,N,22,3,Poncet data,22,"Combines two records from the Poncet data (2+20), since it was unclear which of the islands contain nests"
Tournachon Rocks,-64.318889,-61.119167,1,0,1/16/1984,1983,N,15,3,Poncet data,15,
Triangle Point,-62.522,-59.839,1,0,2/10/1987,1986,A,15,UNK,Shuford and Spear 1988,10,
Trinity Island Southwest,-63.9,-60.879,1,0,1/17/2016,2015,N,12,5,ASI database,12,"The ASI count from 2015/16 is labeled as the 'rough number visible', and it's possible there may have been more."
Trinity Island Southwest,-63.9,-60.879,1,1,1/28/1986,1985,N,218,UNK,Poncet data,218,
Truant Island,-64.923,-63.407,1,0,12/31/1989,1989,N,4,1,Poncet data,4,
Trundle Island,-65.3938,-65.2885,1,0,1/7/2013,2012,N,71,1,Casanovas et al 2015,71,
Trundle Island,-65.3938,-65.2885,1,1,1/4/1989,1988,N,140,3,Poncet data,140,
Tupinier Islands,-63.3702,-58.2669,1,0,2/1/1990,1989,N,68,4,Poncet data,68,"In 4 different colonies (two very close together, but the other two quite distant from those and each other)"
Turret Point,-62.0875,-57.9514,1,0,12/2/2012,2012,N,18,1,Lynch et al 2013,18,
Turret Point,-62.0875,-57.9514,1,1,2/12/1987,1986,A,100,UNK,Shuford and Spear 1988,66.66666667,
Two islets W of Winkle Island,-65.52,-65.686,1,0,1/7/2013,2012,N,38,1,Casanovas et al 2015,38,
Unnamed Island (south of Martin Island),-65.6881,-65.3381,1,0,NA,2012,N,32,1,Casanovas et al 2015,32,
Unnamed Island (south of Martin Island),-65.6881,-65.3381,1,1,2/5/1987,1986,A,60,UNK,Shuford and Spear 1988,40,
Unnamed Island off Cape Wallace,-63.2211,-62.1845,1,0,2/5/1987,1986,A,60,UNK,Shuford and Spear 1988,40,
Unnamed islands off SW Low Island,-63.3242,-62.2932,1,0,2/5/1987,1986,A,50,UNK,Shuford and Spear 1988,33.33333333,Exact location is uncertain
Upper Island,-66.0075,-65.6414,1,0,NA,NA,N,UNK,UNK,Harris 2006,NA,"Harris 2006 indicates ""small"" colony with no number; value was imputed"
Uruguay Island,-65.23804,-64.222733,1,0,1/21/2015,2014,N,29,1,ASI database,29,
Uruguay Island,-65.23804,-64.222733,1,1,2/5/1986,1985,N,134,1,Poncet data,134,
Useful Island,-64.717,-62.871,1,0,11/24/2010,2010,N,27,1,Lynch et al 2013,27,
Useful Island,-64.717,-62.871,1,1,1/17/1984,1983,N,12,3,Poncet data,12,
Vize Islands,-65.6739,-65.5864,1,0,1/11/1990,1989,N,20,5,Poncet data,20,
Waterboat Point,-64.8236,-62.8581,1,0,1/31/2012,2011,C,1,1,Lynch et al 2013,1,
Waterboat Point,-64.8236,-62.8581,1,1,12/28/1991,1991,N,3,1,C. Verheden pers. comm. cited in Poncet data,3,
Watson Peninsula,-60.6714,-44.5483,0,0,NA,1994,N,99,UNK,Coria et al. 2011,99,
Whaler's Bay,-62.983232,-60.561715,1,0,1/24/2012,2011,C,30,1,Lynch et al 2013,17.64705882,
Wiencke Island east,-64.8167,-63.2667,1,0,1/17/1984,1983,N,20,1,Poncet data,20,
Yalour Islands,-65.2389,-64.1564,1,0,1/1/2014,2013,N,8,1,ASI database,8,
Yalour Islands,-65.2389,-64.1564,1,1,1/15/1985,1984,N,69,1,Unknown source cited in Poncet data,69,
